Number	Month	Day	Hour	Minute	Second	Easting (m)	Northing (m)	Depth (m)	Magnitude Mw
383	11 	1 	0 	22 	52.217 	2880 	4320 	3590 	-0.100 
384	11 	1 	0 	22 	54.161 	2880 	4320 	3530 	-0.100 
385	11 	1 	0 	25 	14.100 	2910 	4200 	3470 	-0.030 
386	11 	1 	0 	25 	18.619 	2880 	4290 	3500 	-0.050 
387	11 	1 	0 	28 	22.662 	2910 	4290 	3500 	0.390 
388	11 	1 	0 	31 	32.729 	2910 	4290 	3440 	0.260 
389	11 	1 	0 	34 	4.170 	2940 	4320 	3500 	-0.170 
390	11 	1 	0 	35 	38.522 	2820 	4230 	3530 	-0.080 
391	11 	1 	0 	36 	21.595 	2910 	4320 	3500 	0.260 
392	11 	1 	0 	40 	28.446 	2940 	4290 	3440 	0.240 
393	11 	1 	0 	43 	48.650 	2940 	4320 	3500 	0.130 
394	11 	1 	0 	47 	40.628 	2880 	4290 	3470 	0.320 
395	11 	1 	0 	51 	59.318 	2910 	4350 	3590 	-0.090 
396	11 	1 	0 	55 	29.964 	2940 	4320 	3500 	0.410 
397	11 	1 	1 	3 	50.560 	2880 	4260 	3440 	0.490 
398	11 	1 	1 	13 	5.999 	2940 	4350 	3320 	0.480 
399	11 	1 	1 	20 	11.593 	3060 	4560 	3440 	0.020 
400	11 	1 	1 	22 	56.140 	2940 	4320 	3380 	0.450 
401	11 	1 	1 	27 	40.769 	2910 	4350 	3680 	-0.240 
402	11 	1 	1 	32 	11.287 	2940 	4320 	3470 	0.500 
403	11 	1 	1 	33 	21.888 	3000 	4380 	3410 	-0.370 
404	11 	1 	1 	36 	20.889 	2970 	4020 	3110 	0.170 
405	11 	1 	1 	38 	32.046 	2910 	4380 	3260 	-0.130 
406	11 	1 	1 	43 	9.769 	2850 	4230 	3530 	-0.170 
407	11 	1 	1 	44 	42.669 	3030 	4560 	3590 	-0.230 
408	11 	1 	1 	48 	55.176 	2880 	4290 	3470 	0.610 
409	11 	1 	1 	55 	55.552 	2880 	4260 	3350 	-0.320 
410	11 	1 	1 	58 	13.295 	2970 	4350 	3440 	0.510 
411	11 	1 	2 	4 	45.006 	2940 	4290 	3440 	0.290 
412	11 	1 	2 	8 	0.985 	2880 	4260 	3410 	-0.260 
413	11 	1 	2 	12 	7.318 	2820 	4230 	3620 	0.460 
414	11 	1 	2 	21 	32.743 	2910 	4320 	3440 	0.540 
415	11 	1 	2 	29 	59.340 	2970 	4350 	3320 	0.460 
416	11 	1 	2 	32 	18.199 	3090 	4440 	3380 	-0.160 
417	11 	1 	2 	36 	25.150 	2970 	4440 	3710 	-0.270 
418	11 	1 	2 	40 	13.959 	2910 	4320 	3440 	0.560 
419	11 	1 	2 	49 	30.702 	2940 	4290 	3470 	0.420 
420	11 	1 	2 	53 	33.164 	2880 	4260 	3440 	-0.150 
421	11 	1 	3 	1 	15.698 	2940 	4350 	3500 	0.490 
422	11 	1 	3 	9 	13.537 	2940 	4320 	3500 	-0.080 
423	11 	1 	3 	12 	11.955 	2940 	4290 	3440 	0.450 
424	11 	1 	3 	19 	30.296 	3000 	4500 	4070 	nan
425	11 	1 	3 	20 	33.868 	2940 	4320 	3380 	0.460 
426	11 	1 	3 	28 	49.907 	3240 	5010 	3260 	nan
427	11 	1 	3 	31 	4.686 	3270 	5010 	3500 	-0.150 
428	11 	1 	3 	32 	26.234 	3210 	4950 	3410 	-0.070 
429	11 	1 	3 	37 	51.823 	2910 	4320 	3410 	0.620 
430	11 	1 	3 	46 	38.474 	3090 	4560 	3320 	-0.240 
431	11 	1 	3 	49 	28.276 	2940 	4320 	3500 	-0.110 
432	11 	1 	3 	51 	2.675 	2940 	4320 	3470 	0.420 
433	11 	1 	4 	5 	9.135 	2910 	4290 	3350 	0.380 
434	11 	1 	4 	5 	18.109 	2910 	4350 	3740 	-0.140 
435	11 	1 	4 	17 	32.315 	2940 	4290 	3320 	0.420 
436	11 	1 	4 	28 	48.951 	2970 	4350 	3350 	-0.150 
437	11 	1 	4 	30 	47.585 	2850 	4290 	3740 	0.350 
438	11 	1 	4 	45 	5.141 	2790 	4170 	3260 	0.410 
439	11 	1 	4 	54 	29.785 	2910 	4290 	3440 	0.330 
440	11 	1 	5 	5 	13.721 	2910 	4290 	3350 	0.270 
441	11 	1 	5 	27 	32.190 	2940 	4290 	3110 	-0.010 
442	11 	1 	5 	28 	6.431 	2910 	4260 	3590 	-0.300 
443	11 	1 	5 	34 	6.676 	2880 	4260 	3410 	0.150 
444	11 	1 	5 	41 	45.202 	2940 	4350 	3710 	-0.290 
445	11 	1 	5 	56 	47.051 	2910 	4320 	3350 	-0.250 
446	11 	1 	5 	59 	7.891 	2910 	4290 	3560 	-0.070 
447	11 	1 	6 	19 	4.724 	2850 	4290 	3740 	-0.260 
448	11 	1 	6 	25 	2.002 	2880 	4260 	3230 	-0.130 
449	11 	1 	6 	45 	36.096 	2880 	4380 	3770 	0.030 
450	11 	1 	6 	51 	42.837 	2850 	4290 	3560 	-0.120 
451	11 	1 	6 	59 	57.491 	2910 	4380 	3500 	0.000 
452	11 	1 	7 	8 	31.578 	2910 	4260 	3350 	-0.210 
453	11 	1 	7 	8 	54.446 	2820 	4260 	3470 	-0.520 
454	11 	1 	7 	11 	10.082 	2760 	4140 	3170 	-0.290 
455	11 	1 	7 	16 	32.973 	3360 	4980 	3500 	-0.280 
456	11 	1 	7 	19 	29.124 	2970 	4470 	3920 	-0.140 
457	11 	1 	7 	19 	35.702 	3030 	4440 	3590 	0.030 
458	11 	1 	7 	21 	42.021 	3030 	4440 	3770 	-0.170 
459	11 	1 	7 	23 	55.314 	2970 	4350 	3320 	-0.150 
460	11 	1 	7 	25 	11.665 	2790 	4050 	3140 	-0.310 
461	11 	1 	7 	44 	30.016 	2790 	4140 	3290 	-0.410 
462	11 	1 	7 	52 	2.814 	2940 	4380 	3740 	0.100 
463	11 	1 	7 	57 	53.227 	2730 	4140 	3230 	-0.410 
464	11 	1 	8 	9 	47.281 	2700 	4170 	3260 	-0.300 
465	11 	1 	8 	10 	15.628 	2910 	4320 	3410 	-0.230 
466	11 	1 	8 	14 	45.567 	3090 	4500 	3830 	-0.110 
467	11 	1 	8 	14 	47.538 	3150 	4470 	3590 	-0.110 
468	11 	1 	8 	25 	30.457 	2910 	4260 	3380 	-0.040 
469	11 	1 	8 	25 	32.683 	2970 	4590 	4010 	-0.040 
470	11 	1 	8 	26 	46.129 	2730 	4140 	3200 	-0.130 
471	11 	1 	8 	44 	23.448 	2790 	4140 	3170 	-0.260 
472	11 	1 	8 	46 	24.803 	3090 	4560 	3590 	-0.070 
473	11 	1 	8 	49 	13.571 	2790 	4020 	3140 	-0.160 
474	11 	1 	8 	57 	19.125 	2880 	4320 	3770 	-0.110 
475	11 	1 	9 	4 	40.607 	2790 	4170 	3260 	-0.130 
476	11 	1 	9 	6 	53.213 	2760 	4140 	3230 	-0.180 
477	11 	1 	9 	13 	18.491 	2700 	4110 	3200 	-0.190 
478	11 	1 	9 	15 	24.852 	2760 	4110 	3350 	0.070 
479	11 	1 	9 	18 	58.664 	3090 	4500 	3860 	-0.170 
480	11 	1 	9 	19 	23.817 	2700 	4080 	3260 	-0.230 
481	11 	1 	9 	22 	42.646 	2760 	4140 	3350 	-0.270 
482	11 	1 	9 	24 	28.999 	2760 	4110 	3350 	0.020 
483	11 	1 	9 	27 	7.465 	2700 	4110 	3200 	-0.350 
484	11 	1 	9 	28 	42.410 	2820 	4410 	3950 	-0.070 
485	11 	1 	9 	29 	27.975 	2820 	4170 	3320 	-0.110 
486	11 	1 	9 	31 	3.078 	2760 	4170 	3260 	-0.250 
487	11 	1 	9 	32 	56.227 	2760 	4080 	3110 	-0.220 
488	11 	1 	9 	36 	42.934 	2760 	4140 	3290 	-0.050 
489	11 	1 	9 	39 	50.894 	2760 	4110 	3290 	-0.200 
490	11 	1 	9 	42 	44.575 	2760 	4110 	3350 	-0.180 
491	11 	1 	9 	43 	25.035 	2730 	4110 	3140 	0.020 
492	11 	1 	9 	44 	46.825 	2760 	4170 	3170 	0.040 
493	11 	1 	9 	45 	22.327 	2790 	4110 	3200 	0.250 
494	11 	1 	9 	50 	43.013 	2730 	4110 	3350 	0.010 
495	11 	1 	9 	56 	14.288 	2790 	4050 	3200 	-0.160 
496	11 	1 	9 	56 	37.518 	2760 	4080 	3260 	-0.330 
497	11 	1 	9 	57 	7.904 	2730 	4110 	3470 	-0.230 
498	11 	1 	10 	1 	28.104 	2700 	4110 	3140 	0.090 
499	11 	1 	10 	3 	53.794 	2730 	4110 	3470 	-0.280 
500	11 	1 	10 	7 	13.430 	2760 	4110 	3350 	-0.100 
501	11 	1 	10 	9 	2.778 	2730 	4140 	3440 	-0.350 
502	11 	1 	10 	14 	32.922 	2730 	4140 	3320 	0.040 
503	11 	1 	10 	14 	35.751 	2730 	4170 	3410 	-0.240 
504	11 	1 	10 	22 	2.254 	2730 	4110 	3470 	-0.060 
505	11 	1 	10 	28 	31.246 	2760 	4110 	3320 	0.150 
506	11 	1 	10 	32 	10.389 	2730 	4110 	3350 	-0.260 
507	11 	1 	10 	37 	52.636 	2700 	4110 	3200 	-0.100 
508	11 	1 	10 	41 	34.016 	2730 	4080 	3410 	-0.040 
509	11 	1 	10 	48 	3.095 	2730 	4110 	3140 	0.170 
510	11 	1 	10 	57 	16.668 	2700 	4080 	3140 	-0.060 
511	11 	1 	11 	3 	47.374 	2730 	4110 	3380 	0.130 
512	11 	1 	11 	3 	53.757 	2730 	4080 	3110 	0.250 
513	11 	1 	11 	7 	31.262 	2730 	4140 	3200 	0.040 
514	11 	1 	11 	14 	7.433 	2760 	4110 	3230 	-0.070 
515	11 	1 	11 	18 	0.417 	2940 	4320 	3440 	-0.180 
516	11 	1 	11 	24 	41.958 	2790 	4020 	3200 	-0.310 
517	11 	1 	11 	29 	10.900 	2760 	4110 	3320 	-0.040 
518	11 	1 	11 	37 	34.819 	2730 	4140 	3740 	-0.270 
519	11 	1 	11 	39 	27.373 	2730 	4050 	3380 	-0.010 
520	11 	1 	11 	43 	26.458 	2820 	4020 	3140 	-0.340 
521	11 	1 	11 	44 	56.053 	2730 	4140 	3230 	0.190 
522	11 	1 	11 	48 	41.251 	2730 	4080 	3350 	-0.100 
523	11 	1 	11 	54 	51.831 	2730 	4110 	3110 	0.010 
524	11 	1 	11 	59 	15.979 	2730 	4140 	3260 	-0.150 
525	11 	1 	12 	0 	54.850 	2790 	3990 	3140 	-0.380 
526	11 	1 	12 	1 	2.308 	2790 	4080 	3140 	0.000 
527	11 	1 	12 	3 	17.053 	2730 	4020 	3200 	-0.030 
528	11 	1 	12 	4 	58.637 	2700 	4050 	3350 	nan
529	11 	1 	12 	5 	50.250 	2700 	4050 	3230 	-0.100 
530	11 	1 	12 	6 	31.510 	2730 	4050 	3230 	-0.180 
531	11 	1 	12 	8 	37.175 	2790 	3840 	3110 	0.030 
532	11 	1 	12 	9 	33.080 	2760 	4080 	3290 	-0.100 
533	11 	1 	12 	10 	33.818 	2820 	3840 	3050 	-0.020 
534	11 	1 	12 	12 	3.910 	2670 	3990 	3200 	0.010 
535	11 	1 	12 	14 	50.344 	2760 	4170 	3170 	0.350 
536	11 	1 	12 	16 	37.897 	2700 	4050 	3350 	0.030 
537	11 	1 	12 	18 	0.104 	2700 	4050 	3470 	-0.310 
538	11 	1 	12 	18 	24.009 	2760 	4110 	3380 	-0.300 
539	11 	1 	12 	19 	43.828 	2670 	4020 	3230 	-0.230 
540	11 	1 	12 	21 	22.399 	2700 	4050 	3230 	-1.220 
541	11 	1 	12 	23 	24.829 	2700 	4050 	3350 	-0.500 
542	11 	1 	12 	24 	31.938 	2700 	4020 	3470 	0.290 
543	11 	1 	12 	24 	48.738 	2760 	3960 	3080 	-0.130 
544	11 	1 	12 	26 	23.376 	2700 	4050 	3290 	-0.060 
545	11 	1 	12 	27 	11.766 	2910 	4320 	3260 	-0.190 
546	11 	1 	12 	28 	22.044 	2730 	4110 	3260 	-0.560 
547	11 	1 	12 	29 	0.599 	2730 	4170 	3320 	-0.370 
548	11 	1 	12 	30 	52.490 	2760 	4140 	3290 	0.030 
549	11 	1 	12 	31 	43.242 	2700 	3960 	3230 	-0.130 
550	11 	1 	12 	33 	42.072 	2790 	4080 	3170 	-0.200 
551	11 	1 	12 	34 	5.567 	2760 	3930 	3290 	-0.270 
552	11 	1 	12 	34 	15.993 	2730 	4110 	3350 	-0.230 
553	11 	1 	12 	35 	16.310 	2700 	4080 	3500 	-0.250 
554	11 	1 	12 	35 	34.784 	2700 	4110 	3410 	-0.470 
555	11 	1 	12 	35 	43.365 	2670 	4020 	3230 	-0.170 
556	11 	1 	12 	36 	24.364 	2760 	4050 	3320 	-0.110 
557	11 	1 	12 	37 	39.138 	2670 	4050 	3470 	-0.260 
558	11 	1 	12 	38 	58.538 	2730 	4050 	3350 	-0.260 
559	11 	1 	12 	39 	8.796 	2790 	3990 	3260 	-0.440 
560	11 	1 	12 	39 	26.675 	2670 	4020 	3380 	-0.380 
561	11 	1 	12 	40 	15.606 	2730 	4050 	3290 	-0.290 
562	11 	1 	12 	40 	27.788 	2760 	4140 	3320 	-0.270 
563	11 	1 	12 	40 	38.857 	2700 	4020 	3470 	-0.140 
564	11 	1 	12 	41 	22.268 	2700 	4020 	3440 	-0.400 
565	11 	1 	12 	43 	31.229 	2730 	4080 	3260 	nan
566	11 	1 	12 	43 	34.355 	2730 	4080 	3290 	-0.190 
567	11 	1 	12 	44 	23.817 	2730 	4050 	3380 	-0.300 
568	11 	1 	12 	47 	9.734 	2730 	4020 	3320 	-0.110 
569	11 	1 	12 	47 	54.143 	2700 	4170 	3200 	-0.330 
570	11 	1 	12 	47 	59.863 	2730 	4140 	3230 	-0.250 
571	11 	1 	12 	48 	4.697 	2730 	4050 	3260 	-0.250 
572	11 	1 	12 	52 	24.084 	2790 	3960 	3200 	-0.160 
573	11 	1 	12 	52 	56.943 	2670 	4050 	3170 	-0.160 
574	11 	1 	12 	53 	15.656 	2700 	4050 	3500 	0.020 
575	11 	1 	12 	53 	55.540 	2760 	4080 	3290 	-0.240 
576	11 	1 	12 	55 	20.596 	2760 	4140 	3260 	nan
577	11 	1 	13 	0 	53.014 	2730 	4020 	3290 	-0.130 
578	11 	1 	13 	1 	30.381 	2820 	3900 	3170 	-0.310 
579	11 	1 	13 	4 	59.042 	2730 	3960 	3290 	nan
580	11 	1 	13 	5 	43.760 	2790 	3960 	3170 	-0.200 
581	11 	1 	13 	8 	48.629 	2700 	4050 	3410 	-0.360 
582	11 	1 	13 	10 	15.005 	2730 	3990 	3320 	-0.170 
583	11 	1 	13 	11 	36.247 	2700 	4050 	3410 	-0.220 
584	11 	1 	13 	12 	23.489 	2730 	4110 	3230 	-0.180 
585	11 	1 	13 	12 	55.256 	2700 	4080 	3350 	-0.140 
586	11 	1 	13 	14 	16.995 	2700 	4020 	3260 	-0.660 
587	11 	1 	13 	15 	12.660 	2760 	4050 	3260 	-0.220 
588	11 	1 	13 	15 	45.449 	2730 	4020 	3440 	-0.380 
589	11 	1 	13 	16 	2.289 	2730 	4080 	3260 	-0.460 
590	11 	1 	13 	16 	34.811 	2760 	3930 	3110 	-0.220 
591	11 	1 	13 	17 	5.793 	2910 	4290 	3470 	-0.160 
592	11 	1 	13 	17 	41.595 	2700 	4020 	3470 	-0.330 
593	11 	1 	13 	18 	38.533 	2700 	4020 	3200 	-0.250 
594	11 	1 	13 	18 	46.694 	2760 	4110 	3320 	-0.210 
595	11 	1 	13 	20 	20.600 	2730 	4020 	3260 	-0.230 
596	11 	1 	13 	20 	27.029 	2730 	4050 	3320 	-0.390 
597	11 	1 	13 	22 	34.940 	2670 	3960 	3290 	-0.170 
598	11 	1 	13 	23 	59.690 	2730 	4050 	3410 	-0.270 
599	11 	1 	13 	24 	13.992 	2730 	4080 	3350 	-0.260 
600	11 	1 	13 	24 	51.626 	2730 	4080 	3380 	-0.230 
601	11 	1 	13 	26 	17.456 	2760 	4140 	3260 	-0.300 
602	11 	1 	13 	28 	59.095 	2730 	4080 	3620 	nan
603	11 	1 	13 	30 	17.469 	2760 	4110 	3230 	-0.180 
604	11 	1 	13 	30 	24.846 	2760 	4110 	3170 	-0.220 
605	11 	1 	13 	31 	18.745 	2760 	4050 	3320 	-0.080 
606	11 	1 	13 	34 	20.792 	2730 	4080 	3260 	-0.270 
607	11 	1 	13 	34 	48.178 	2730 	4080 	3410 	-0.150 
608	11 	1 	13 	34 	56.992 	2700 	4020 	3410 	-0.230 
609	11 	1 	13 	35 	29.128 	2730 	4050 	3290 	-0.220 
610	11 	1 	13 	36 	1.963 	2730 	4110 	3230 	-0.200 
611	11 	1 	13 	36 	9.994 	2760 	3900 	3170 	-0.320 
612	11 	1 	13 	37 	9.434 	2670 	3990 	3170 	-0.210 
613	11 	1 	13 	39 	30.156 	2670 	4080 	3440 	-0.270 
614	11 	1 	13 	40 	7.186 	2700 	4080 	3410 	-0.320 
615	11 	1 	13 	41 	27.437 	2760 	4050 	3230 	-0.380 
616	11 	1 	13 	42 	42.554 	2730 	4050 	3290 	-0.360 
617	11 	1 	13 	43 	0.711 	2760 	4080 	3350 	-0.340 
618	11 	1 	13 	44 	58.727 	2760 	4110 	3440 	nan
619	11 	1 	13 	45 	42.098 	2760 	4110 	3260 	-0.300 
620	11 	1 	13 	46 	15.207 	2730 	4050 	3290 	-0.290 
621	11 	1 	13 	48 	25.286 	2730 	4080 	3290 	-0.230 
622	11 	1 	13 	49 	56.349 	2730 	4080 	3170 	-0.290 
623	11 	1 	13 	52 	30.598 	2730 	4080 	3320 	-0.220 
624	11 	1 	13 	53 	23.297 	2760 	4110 	3230 	-0.240 
625	11 	1 	13 	55 	6.304 	2760 	4080 	3380 	-0.440 
626	11 	1 	13 	55 	25.944 	2700 	4080 	3620 	-0.380 
627	11 	1 	13 	55 	33.103 	2730 	4080 	3380 	-0.300 
628	11 	1 	13 	56 	5.635 	2730 	4080 	3290 	-0.130 
629	11 	1 	13 	57 	30.831 	2730 	4080 	3470 	-0.030 
630	11 	1 	13 	57 	38.406 	2760 	4140 	3290 	-0.100 
631	11 	1 	14 	0 	31.820 	2730 	3960 	3350 	-0.630 
632	11 	1 	14 	0 	46.503 	2760 	4020 	3380 	-0.420 
633	11 	1 	14 	2 	17.400 	2790 	4110 	3230 	-0.400 
634	11 	1 	14 	2 	58.531 	2730 	4140 	3320 	-0.130 
635	11 	1 	14 	4 	24.717 	2760 	4080 	3230 	0.270 
636	11 	1 	14 	5 	13.126 	2760 	3990 	3170 	-0.380 
637	11 	1 	14 	5 	30.118 	2730 	4080 	3410 	-0.410 
638	11 	1 	14 	6 	14.389 	2700 	4080 	3290 	-0.350 
639	11 	1 	14 	7 	35.658 	2760 	4050 	3320 	-0.470 
640	11 	1 	14 	8 	47.566 	2760 	4080 	3350 	-0.300 
641	11 	1 	14 	11 	1.196 	2670 	4050 	3290 	-0.350 
642	11 	1 	14 	11 	5.692 	2730 	4080 	3350 	-0.690 
643	11 	1 	14 	11 	19.901 	2730 	4050 	3380 	-0.140 
644	11 	1 	14 	11 	23.916 	2730 	4110 	3350 	-0.060 
645	11 	1 	14 	13 	36.030 	2730 	4080 	3320 	-0.310 
646	11 	1 	14 	14 	55.013 	2730 	4110 	3380 	-0.730 
647	11 	1 	14 	15 	19.926 	2670 	4080 	3350 	-0.250 
648	11 	1 	14 	15 	53.245 	2730 	4140 	3230 	-0.130 
649	11 	1 	14 	15 	58.448 	2700 	4110 	3320 	-0.180 
650	11 	1 	14 	17 	31.209 	2820 	3930 	3350 	nan
651	11 	1 	14 	19 	21.050 	2700 	4050 	3260 	-0.430 
652	11 	1 	14 	19 	33.073 	2670 	4020 	3500 	-0.330 
653	11 	1 	14 	20 	37.424 	2760 	4050 	3290 	-0.290 
654	11 	1 	14 	20 	44.137 	2730 	4020 	3350 	-0.350 
655	11 	1 	14 	22 	7.849 	2700 	4050 	3290 	-0.200 
656	11 	1 	14 	22 	38.231 	2730 	4080 	3440 	-0.580 
657	11 	1 	14 	25 	57.185 	2670 	4080 	3200 	-0.480 
658	11 	1 	14 	26 	6.448 	2760 	4140 	3350 	-0.440 
659	11 	1 	14 	27 	15.254 	2730 	4020 	3320 	-0.240 
660	11 	1 	14 	29 	58.669 	2730 	4140 	3260 	-0.030 
661	11 	1 	14 	31 	1.965 	2700 	4050 	3470 	-0.280 
662	11 	1 	14 	31 	37.674 	2700 	4080 	3530 	-0.280 
663	11 	1 	14 	32 	10.810 	2730 	4080 	3260 	-0.400 
664	11 	1 	14 	35 	4.675 	2760 	4080 	3320 	-0.250 
665	11 	1 	14 	37 	13.260 	2760 	4110 	3230 	0.190 
666	11 	1 	14 	39 	10.874 	2730 	4080 	3230 	-0.230 
667	11 	1 	14 	40 	56.802 	2910 	4380 	3380 	-0.110 
668	11 	1 	14 	41 	9.112 	2760 	4110 	3290 	-0.080 
669	11 	1 	14 	42 	9.145 	2730 	4080 	3260 	-0.280 
670	11 	1 	14 	48 	13.631 	2760 	4110 	3230 	-0.250 
671	11 	1 	14 	49 	43.920 	2730 	4080 	3500 	-0.110 
672	11 	1 	14 	50 	29.538 	2730 	4080 	3200 	-0.150 
673	11 	1 	14 	51 	49.736 	2730 	4080 	3530 	-0.040 
674	11 	1 	14 	54 	1.228 	2760 	4140 	3200 	-0.180 
675	11 	1 	14 	54 	13.177 	2790 	4110 	3260 	0.120 
676	11 	1 	14 	56 	57.228 	2760 	3990 	3260 	-0.090 
677	11 	1 	15 	0 	15.351 	2700 	4080 	3230 	-0.890 
678	11 	1 	15 	1 	29.757 	2760 	4110 	3290 	0.190 
679	11 	1 	15 	2 	35.487 	2700 	4080 	3140 	0.090 
680	11 	1 	15 	5 	25.664 	2700 	4050 	3170 	-0.110 
681	11 	1 	15 	5 	56.939 	2700 	4080 	3320 	-0.080 
682	11 	1 	15 	8 	14.565 	2730 	4140 	3230 	0.330 
683	11 	1 	15 	10 	13.728 	2760 	4140 	3200 	-0.180 
684	11 	1 	15 	12 	21.354 	2730 	4080 	3410 	-0.010 
685	11 	1 	15 	13 	44.862 	2760 	4080 	3230 	-0.070 
686	11 	1 	15 	14 	37.910 	2610 	4080 	3920 	-0.150 
687	11 	1 	15 	15 	52.786 	2730 	4110 	3260 	0.070 
688	11 	1 	15 	16 	28.188 	2760 	3990 	3260 	-0.240 
689	11 	1 	15 	18 	4.985 	2700 	4080 	3200 	-0.150 
690	11 	1 	15 	19 	36.197 	2700 	4080 	3260 	-0.240 
691	11 	1 	15 	20 	8.641 	2760 	3990 	3230 	-0.240 
692	11 	1 	15 	22 	22.541 	2760 	4110 	3320 	0.100 
693	11 	1 	15 	25 	19.090 	2970 	4440 	3860 	-0.050 
694	11 	1 	15 	26 	33.815 	2760 	4080 	3170 	-0.060 
695	11 	1 	15 	27 	12.836 	2760 	4110 	3320 	0.280 
696	11 	1 	15 	29 	21.292 	2760 	4080 	3410 	-0.120 
697	11 	1 	15 	31 	29.960 	2760 	4020 	3350 	-0.190 
698	11 	1 	15 	31 	54.714 	2790 	4170 	3230 	-0.040 
699	11 	1 	15 	32 	59.608 	2760 	4140 	3290 	-0.040 
700	11 	1 	15 	33 	55.928 	2730 	4080 	3230 	-0.260 
701	11 	1 	15 	42 	38.808 	2730 	4110 	3230 	0.210 
702	11 	1 	15 	44 	0.704 	2760 	4110 	3260 	-0.050 
703	11 	1 	15 	44 	45.576 	2730 	4140 	3170 	-0.030 
704	11 	1 	15 	45 	14.203 	2790 	4110 	3260 	0.160 
705	11 	1 	15 	49 	18.251 	2730 	4170 	3410 	-0.440 
706	11 	1 	15 	50 	9.242 	3000 	4500 	3800 	-0.660 
707	11 	1 	15 	52 	46.859 	2760 	4080 	3470 	0.260 
708	11 	1 	16 	1 	19.028 	2760 	4140 	3200 	-0.220 
709	11 	1 	16 	1 	51.765 	2760 	4080 	3140 	-0.010 
710	11 	1 	16 	2 	25.592 	2730 	4110 	3320 	-0.020 
711	11 	1 	16 	10 	25.436 	2790 	4020 	3170 	-0.420 
712	11 	1 	16 	14 	18.221 	2730 	4140 	3350 	-0.410 
713	11 	1 	16 	15 	41.774 	3240 	4980 	3260 	-0.250 
714	11 	1 	16 	16 	57.940 	2700 	4110 	3440 	-0.190 
715	11 	1 	16 	20 	34.559 	2760 	4140 	3290 	-0.060 
716	11 	1 	16 	20 	41.201 	2730 	4110 	3500 	-0.280 
717	11 	1 	16 	21 	6.565 	2760 	4110 	3200 	-0.340 
718	11 	1 	16 	27 	49.752 	2730 	4080 	3260 	-0.250 
719	11 	1 	16 	28 	22.378 	2760 	4080 	3230 	-0.030 
720	11 	1 	16 	30 	21.745 	3000 	4320 	3200 	-0.150 
721	11 	1 	16 	32 	38.991 	2730 	4110 	3500 	0.340 
722	11 	1 	16 	33 	32.884 	2760 	4080 	3410 	-0.190 
723	11 	1 	16 	41 	15.578 	2730 	4080 	3350 	-0.400 
724	11 	1 	16 	46 	40.558 	2700 	4080 	3170 	-0.150 
725	11 	1 	16 	52 	53.800 	2700 	4080 	3320 	-0.060 
726	11 	1 	16 	58 	31.030 	2760 	4140 	3230 	-0.280 
727	11 	1 	17 	8 	6.640 	2760 	4080 	3230 	-0.100 
728	11 	1 	17 	8 	18.816 	2730 	4050 	3350 	-0.230 
729	11 	1 	17 	10 	3.515 	2760 	4080 	3260 	0.440 
730	11 	1 	17 	16 	4.860 	2730 	4110 	3500 	-0.370 
731	11 	1 	17 	19 	30.358 	2730 	4140 	3500 	-0.210 
732	11 	1 	17 	21 	29.333 	2760 	4110 	3320 	-0.240 
733	11 	1 	17 	23 	22.449 	2730 	4170 	3380 	-0.380 
734	11 	1 	17 	24 	22.900 	2760 	4140 	3620 	nan
735	11 	1 	17 	25 	29.050 	2730 	4110 	3200 	-0.640 
736	11 	1 	17 	27 	15.915 	2700 	4080 	3260 	-0.290 
737	11 	1 	17 	29 	28.988 	2730 	4140 	3470 	-0.260 
738	11 	1 	17 	31 	31.311 	2730 	4080 	3500 	0.180 
739	11 	1 	17 	33 	11.447 	2730 	4080 	3290 	-0.290 
740	11 	1 	17 	35 	49.678 	2760 	4050 	3290 	-0.390 
741	11 	1 	17 	39 	59.279 	2700 	4080 	3260 	-0.520 
742	11 	1 	17 	51 	10.221 	2700 	4080 	3260 	-0.340 
743	11 	1 	17 	52 	3.668 	2760 	4110 	3260 	-0.120 
744	11 	1 	17 	52 	13.256 	2730 	4080 	3380 	-0.280 
745	11 	1 	17 	54 	58.413 	2760 	3990 	3080 	nan
746	11 	1 	17 	59 	11.809 	2730 	4080 	3410 	-0.470 
747	11 	1 	18 	0 	6.114 	2700 	4110 	3320 	0.000 
748	11 	1 	18 	10 	22.453 	2670 	4020 	3170 	-0.400 
749	11 	1 	18 	14 	9.841 	2730 	4110 	3200 	-0.280 
750	11 	1 	18 	18 	5.139 	2790 	4200 	3200 	-0.400 
751	11 	1 	18 	18 	12.790 	2730 	4140 	3560 	-0.210 
752	11 	1 	18 	21 	57.977 	2730 	4080 	3290 	-0.190 
753	11 	1 	18 	22 	30.671 	2700 	4080 	3200 	-0.330 
754	11 	1 	18 	27 	46.070 	2730 	4080 	3230 	-0.400 
755	11 	1 	18 	30 	16.839 	2700 	4140 	3350 	0.350 
756	11 	1 	18 	43 	1.704 	2760 	4110 	3230 	-0.440 
757	11 	1 	18 	59 	34.720 	2700 	4050 	3410 	-0.740 
758	11 	1 	19 	0 	23.788 	2760 	4110 	3170 	-0.720 
759	11 	1 	19 	1 	15.233 	2700 	4050 	3380 	-0.090 
760	11 	1 	19 	2 	55.517 	2760 	4110 	3200 	0.200 
761	11 	1 	19 	11 	25.902 	2760 	4110 	3380 	-0.010 
762	11 	1 	19 	15 	5.134 	2730 	4140 	3440 	-0.470 
