Number	Month	Day	Hour	Minute	Second	Easting (m)	Northing (m)	Depth (m)	Magnitude Mw
8688	11 	25 	0 	27 	34.522 	2760 	4020 	3200 	-0.200 
8689	11 	25 	0 	27 	55.184 	3660 	3810 	3140 	nan
8690	11 	25 	0 	28 	26.872 	2730 	4080 	3260 	-0.110 
8691	11 	25 	0 	28 	47.372 	3630 	3810 	3200 	-0.180 
8692	11 	25 	0 	30 	17.210 	3630 	3720 	3440 	-0.170 
8693	11 	25 	0 	30 	37.334 	2790 	4170 	3350 	-0.230 
8694	11 	25 	0 	32 	38.862 	2790 	4170 	3200 	-0.070 
8695	11 	25 	0 	33 	7.689 	3330 	3870 	3260 	-0.110 
8696	11 	25 	0 	33 	45.266 	2730 	4110 	3320 	-0.040 
8697	11 	25 	0 	34 	42.720 	4200 	4410 	3800 	0.000 
8698	11 	25 	0 	38 	17.964 	2730 	4050 	3140 	-0.150 
8699	11 	25 	0 	38 	29.630 	2760 	3990 	3260 	-0.200 
8700	11 	25 	0 	38 	50.435 	2760 	4110 	3170 	-0.070 
8701	11 	25 	0 	39 	32.982 	2730 	4110 	3470 	-0.210 
8702	11 	25 	0 	40 	3.447 	2760 	3990 	3230 	-0.020 
8703	11 	25 	0 	41 	34.859 	2760 	4170 	3230 	-0.120 
8704	11 	25 	0 	42 	18.171 	2730 	3990 	3440 	0.000 
8705	11 	25 	0 	45 	57.755 	2790 	4110 	3260 	0.080 
8706	11 	25 	0 	46 	0.170 	2790 	4170 	3230 	0.080 
8707	11 	25 	0 	47 	30.343 	4200 	4440 	3260 	0.000 
8708	11 	25 	0 	48 	43.768 	4170 	4530 	3410 	-0.070 
8709	11 	25 	0 	49 	42.680 	2760 	3960 	3200 	-0.410 
8710	11 	25 	0 	50 	12.991 	2760 	4110 	3410 	-0.120 
8711	11 	25 	0 	50 	23.664 	2730 	4050 	3350 	-0.080 
8712	11 	25 	0 	52 	36.600 	2730 	4020 	3440 	-0.050 
8713	11 	25 	0 	53 	59.109 	2790 	3960 	3170 	nan
8714	11 	25 	0 	54 	21.751 	3780 	4080 	3530 	-0.200 
8715	11 	25 	0 	54 	38.941 	2760 	4170 	3500 	0.020 
8716	11 	25 	0 	54 	53.077 	2790 	3990 	3170 	-0.160 
8717	11 	25 	0 	55 	59.306 	2730 	4110 	3500 	-0.240 
8718	11 	25 	0 	56 	7.396 	2730 	4200 	3740 	-0.250 
8719	11 	25 	0 	56 	51.149 	2700 	4050 	3350 	-0.090 
8720	11 	25 	0 	56 	55.060 	2730 	3960 	3080 	-0.270 
8721	11 	25 	0 	57 	9.661 	2730 	4140 	3200 	-0.400 
8722	11 	25 	0 	59 	16.174 	2760 	3960 	3230 	-0.210 
8723	11 	25 	1 	0 	55.197 	2730 	4080 	3170 	-0.370 
8724	11 	25 	1 	1 	56.980 	2730 	4020 	3260 	-0.180 
8725	11 	25 	1 	2 	10.512 	2310 	4020 	3230 	-0.260 
8726	11 	25 	1 	3 	27.062 	2850 	4050 	3230 	-0.130 
8727	11 	25 	1 	6 	6.603 	2730 	4050 	3350 	-0.100 
8728	11 	25 	1 	6 	29.255 	2790 	4230 	3230 	-0.250 
8729	11 	25 	1 	6 	37.153 	2730 	4110 	3230 	-0.180 
8730	11 	25 	1 	6 	39.125 	2730 	4110 	3230 	-0.180 
8731	11 	25 	1 	7 	0.354 	2760 	4170 	3230 	-0.320 
8732	11 	25 	1 	7 	19.108 	2730 	4110 	3470 	-0.480 
8733	11 	25 	1 	8 	11.092 	2760 	4140 	3260 	-0.360 
8734	11 	25 	1 	8 	29.386 	2730 	4080 	3350 	-0.120 
8735	11 	25 	1 	9 	8.467 	2700 	4080 	3530 	-0.320 
8736	11 	25 	1 	11 	3.106 	3600 	3750 	3470 	nan
8737	11 	25 	1 	11 	41.776 	2760 	4140 	3410 	-0.220 
8738	11 	25 	1 	12 	21.520 	2700 	4050 	3290 	-0.030 
8739	11 	25 	1 	12 	54.964 	2730 	4170 	3260 	-0.370 
8740	11 	25 	1 	13 	54.431 	2790 	3960 	3200 	-0.300 
8741	11 	25 	1 	14 	12.135 	2760 	4170 	3350 	-0.290 
8742	11 	25 	1 	14 	45.166 	2760 	4140 	3320 	-0.170 
8743	11 	25 	1 	15 	59.725 	2730 	4020 	3350 	-0.100 
8744	11 	25 	1 	19 	41.820 	2820 	4170 	3260 	-0.230 
8745	11 	25 	1 	20 	19.392 	2670 	3990 	3170 	-0.120 
8746	11 	25 	1 	21 	25.630 	2760 	4170 	3350 	-0.280 
8747	11 	25 	1 	25 	41.451 	2730 	4020 	3350 	-0.080 
8748	11 	25 	1 	28 	16.123 	2730 	4080 	3440 	-0.140 
8749	11 	25 	1 	30 	34.233 	2760 	4170 	3200 	-0.310 
8750	11 	25 	1 	30 	36.836 	2760 	4080 	3230 	-0.310 
8751	11 	25 	1 	30 	51.622 	2730 	4110 	3470 	-0.250 
8752	11 	25 	1 	31 	54.789 	2730 	4170 	3500 	-0.390 
8753	11 	25 	1 	33 	52.626 	2700 	3990 	3170 	-0.280 
8754	11 	25 	1 	34 	0.872 	2730 	4050 	3290 	-0.350 
8755	11 	25 	1 	34 	44.395 	2730 	4050 	3320 	-0.250 
8756	11 	25 	1 	36 	8.566 	2730 	4110 	3290 	-0.210 
8757	11 	25 	1 	36 	53.284 	2310 	4080 	3230 	-0.220 
8758	11 	25 	1 	37 	7.569 	2760 	3960 	3320 	-0.320 
8759	11 	25 	1 	37 	32.426 	2730 	4020 	3530 	-0.270 
8760	11 	25 	1 	37 	36.381 	2730 	4050 	3500 	0.050 
8761	11 	25 	1 	39 	59.944 	2760 	4170 	3350 	-0.360 
8762	11 	25 	1 	40 	55.072 	2760 	4110 	3350 	-0.280 
8763	11 	25 	1 	41 	9.345 	2790 	4200 	3170 	-0.290 
8764	11 	25 	1 	42 	2.448 	4230 	4500 	3230 	0.210 
8765	11 	25 	1 	43 	54.582 	2760 	4170 	3320 	-0.360 
8766	11 	25 	1 	45 	36.888 	2790 	4170 	3320 	-0.230 
8767	11 	25 	1 	46 	14.238 	3330 	5070 	3380 	-0.180 
8768	11 	25 	1 	47 	35.457 	2760 	3960 	3170 	-0.250 
8769	11 	25 	1 	51 	37.379 	2760 	4080 	3410 	0.100 
8770	11 	25 	1 	52 	26.516 	2760 	4080 	3440 	-0.110 
8771	11 	25 	1 	52 	29.358 	2820 	3960 	3110 	-0.110 
8772	11 	25 	1 	54 	2.561 	2700 	4020 	3380 	-0.030 
8773	11 	25 	1 	56 	47.388 	2700 	4050 	3560 	0.010 
8774	11 	25 	1 	59 	5.618 	2760 	4110 	3350 	-0.290 
8775	11 	25 	1 	59 	13.012 	2730 	4080 	3230 	-0.330 
8776	11 	25 	1 	59 	45.161 	2760 	4110 	3200 	-1.070 
8777	11 	25 	1 	59 	52.585 	2700 	4080 	3470 	0.000 
8778	11 	25 	2 	2 	0.666 	2730 	4110 	3320 	-0.030 
8779	11 	25 	2 	3 	51.246 	2670 	4020 	3230 	0.070 
8780	11 	25 	2 	5 	5.691 	2760 	4170 	3170 	-0.190 
8781	11 	25 	2 	5 	18.349 	2730 	4050 	3200 	-0.240 
8782	11 	25 	2 	5 	49.422 	2790 	4110 	3440 	-0.180 
8783	11 	25 	2 	13 	13.651 	2730 	4050 	3530 	-0.090 
8784	11 	25 	2 	16 	49.709 	2730 	4110 	3200 	-0.220 
8785	11 	25 	2 	17 	55.222 	2730 	3990 	3470 	-0.170 
8786	11 	25 	2 	18 	44.869 	2730 	4080 	3200 	-0.200 
8787	11 	25 	2 	21 	42.032 	2790 	4140 	3380 	-0.200 
8788	11 	25 	2 	25 	3.989 	2730 	4020 	3500 	-0.140 
8789	11 	25 	2 	27 	30.080 	4230 	4530 	3410 	-0.170 
8790	11 	25 	2 	30 	1.413 	4290 	4530 	3350 	-0.230 
8791	11 	25 	2 	30 	38.946 	3240 	5040 	3230 	-0.240 
8792	11 	25 	2 	31 	49.606 	2700 	4080 	3200 	-0.160 
8793	11 	25 	2 	32 	8.500 	2760 	4110 	3350 	-0.160 
8794	11 	25 	2 	32 	37.296 	2700 	4050 	3350 	-0.170 
8795	11 	25 	2 	36 	30.348 	2760 	4200 	3230 	-0.230 
8796	11 	25 	2 	36 	52.268 	2730 	4080 	3230 	-0.180 
8797	11 	25 	2 	38 	47.965 	2730 	4050 	3140 	-0.190 
8798	11 	25 	2 	39 	1.013 	4170 	4560 	3830 	0.240 
8799	11 	25 	2 	39 	8.257 	2730 	4080 	3200 	-0.270 
8800	11 	25 	2 	44 	32.432 	2730 	4170 	3530 	-0.190 
8801	11 	25 	2 	45 	45.525 	2730 	3990 	3470 	-0.200 
8802	11 	25 	2 	47 	7.442 	4140 	4590 	3800 	-0.080 
8803	11 	25 	2 	52 	9.840 	2730 	4110 	3440 	-0.120 
8804	11 	25 	2 	52 	16.063 	2760 	4080 	3230 	0.120 
8805	11 	25 	2 	53 	44.867 	2610 	3840 	3230 	0.210 
8806	11 	25 	2 	54 	50.346 	2760 	4110 	3410 	-0.130 
8807	11 	25 	2 	55 	14.830 	4080 	4530 	3770 	0.070 
8808	11 	25 	2 	55 	56.526 	3600 	3810 	3860 	-0.110 
8809	11 	25 	2 	57 	1.980 	2730 	3960 	3410 	-0.030 
8810	11 	25 	2 	57 	19.301 	2760 	4140 	3230 	-0.240 
8811	11 	25 	2 	57 	42.510 	2790 	4170 	3290 	-0.160 
8812	11 	25 	3 	0 	48.598 	2760 	4110 	3350 	-0.370 
8813	11 	25 	3 	0 	57.851 	2760 	4110 	3380 	-0.290 
8814	11 	25 	3 	2 	15.236 	2730 	4110 	3650 	-0.050 
8815	11 	25 	3 	3 	7.118 	2910 	4320 	3830 	-0.130 
8816	11 	25 	3 	8 	46.574 	2610 	3870 	3440 	-0.140 
8817	11 	25 	3 	11 	1.784 	3990 	4620 	3380 	0.250 
8818	11 	25 	3 	17 	23.890 	4230 	4470 	3290 	-0.130 
8819	11 	25 	3 	18 	20.569 	2400 	4110 	3230 	-0.220 
8820	11 	25 	3 	22 	5.845 	2700 	4020 	3530 	-0.100 
8821	11 	25 	3 	22 	50.463 	2730 	4290 	4250 	-0.140 
8822	11 	25 	3 	24 	1.617 	2730 	4080 	3440 	-0.220 
8823	11 	25 	3 	24 	53.421 	2730 	4050 	3200 	-0.370 
8824	11 	25 	3 	26 	28.516 	2610 	3840 	3350 	0.480 
8825	11 	25 	3 	28 	5.052 	2760 	4110 	3260 	-0.210 
8826	11 	25 	3 	29 	22.536 	2730 	3960 	3350 	-0.200 
8827	11 	25 	3 	30 	28.557 	4230 	4560 	3290 	-0.110 
8828	11 	25 	3 	30 	33.725 	3300 	5040 	3380 	-0.330 
8829	11 	25 	3 	31 	51.658 	4140 	4530 	3230 	0.880 
8830	11 	25 	3 	32 	58.120 	2730 	4050 	3350 	nan
8831	11 	25 	3 	38 	3.828 	4230 	4440 	3410 	-0.160 
8832	11 	25 	3 	39 	46.650 	2760 	4080 	3350 	0.060 
8833	11 	25 	3 	39 	51.908 	2730 	4050 	3410 	0.010 
8834	11 	25 	3 	39 	55.472 	2730 	4110 	3440 	-0.110 
8835	11 	25 	3 	40 	5.638 	4140 	4470 	3350 	-0.160 
8836	11 	25 	3 	40 	11.939 	2790 	4200 	3290 	-0.250 
8837	11 	25 	3 	42 	10.667 	2670 	3990 	3710 	-0.120 
8838	11 	25 	3 	42 	17.358 	4320 	4830 	3470 	-0.020 
8839	11 	25 	3 	42 	27.904 	2760 	4140 	3470 	-0.160 
8840	11 	25 	3 	43 	37.401 	2790 	4170 	3500 	-0.070 
8841	11 	25 	3 	45 	15.830 	2610 	4080 	3860 	-0.110 
8842	11 	25 	3 	45 	52.996 	2700 	4110 	3500 	-0.160 
8843	11 	25 	3 	46 	16.816 	2730 	3990 	3380 	-0.260 
8844	11 	25 	3 	51 	24.994 	4200 	4410 	3140 	-0.090 
8845	11 	25 	3 	52 	5.170 	3570 	3750 	3320 	-0.110 
8846	11 	25 	3 	57 	0.616 	3330 	5100 	3290 	0.020 
8847	11 	25 	3 	59 	52.705 	2760 	4020 	3560 	0.000 
8848	11 	25 	4 	1 	13.760 	2730 	4080 	3470 	-0.090 
8849	11 	25 	4 	1 	44.168 	2700 	3960 	3080 	-0.190 
8850	11 	25 	4 	3 	50.059 	2760 	4200 	3290 	-0.200 
8851	11 	25 	4 	5 	33.490 	2700 	4050 	3170 	0.020 
8852	11 	25 	4 	5 	43.504 	2730 	4020 	3440 	0.120 
8853	11 	25 	4 	6 	29.716 	2310 	4080 	3200 	-0.220 
8854	11 	25 	4 	6 	29.709 	2310 	4080 	3230 	-0.220 
8855	11 	25 	4 	10 	53.760 	2730 	4050 	3410 	0.120 
8856	11 	25 	4 	12 	5.100 	4110 	4530 	3350 	0.160 
8857	11 	25 	4 	15 	18.808 	4200 	4440 	3230 	-0.150 
8858	11 	25 	4 	16 	9.367 	2730 	4020 	3290 	-0.060 
8859	11 	25 	4 	18 	19.047 	4200 	4410 	3410 	-0.110 
8860	11 	25 	4 	19 	13.879 	2760 	4080 	3320 	-0.030 
8861	11 	25 	4 	24 	36.639 	2700 	3960 	3140 	0.270 
8862	11 	25 	4 	25 	24.744 	4200 	4440 	3260 	0.010 
8863	11 	25 	4 	27 	5.217 	2790 	4140 	3260 	-0.090 
8864	11 	25 	4 	27 	17.435 	2730 	4020 	3260 	-0.080 
8865	11 	25 	4 	28 	43.422 	2760 	4110 	3260 	0.060 
8866	11 	25 	4 	30 	31.473 	2670 	4020 	3440 	-0.090 
8867	11 	25 	4 	31 	56.885 	2760 	4110 	3380 	0.050 
8868	11 	25 	4 	32 	1.579 	2700 	4080 	3170 	-0.100 
8869	11 	25 	4 	32 	14.043 	2760 	4080 	3260 	-0.080 
8870	11 	25 	4 	34 	12.307 	2700 	4050 	3470 	0.130 
8871	11 	25 	4 	34 	28.234 	2700 	4050 	4040 	0.180 
8872	11 	25 	4 	36 	11.470 	2760 	4200 	3950 	-0.030 
8873	11 	25 	4 	36 	31.994 	2700 	4020 	3620 	0.040 
8874	11 	25 	4 	38 	27.124 	2670 	4080 	3470 	-0.030 
8875	11 	25 	4 	39 	41.109 	2700 	4020 	3560 	0.110 
8876	11 	25 	4 	41 	17.714 	2730 	4020 	3500 	0.120 
8877	11 	25 	4 	41 	24.570 	3600 	3750 	3470 	-0.090 
8878	11 	25 	4 	41 	54.478 	2610 	3870 	3260 	-0.270 
8879	11 	25 	4 	43 	3.637 	2730 	4050 	3440 	0.150 
8880	11 	25 	4 	43 	27.426 	2730 	4020 	3440 	-0.280 
8881	11 	25 	4 	44 	9.883 	2550 	3750 	3200 	-0.280 
8882	11 	25 	4 	44 	34.304 	2730 	4050 	3410 	-0.280 
8883	11 	25 	4 	44 	48.859 	2730 	4020 	3470 	-0.060 
8884	11 	25 	4 	45 	21.280 	2310 	4080 	3200 	-0.180 
8885	11 	25 	4 	45 	54.011 	2670 	4020 	3170 	-0.040 
8886	11 	25 	4 	46 	28.089 	2760 	4080 	3320 	-0.200 
8887	11 	25 	4 	46 	43.296 	2730 	3990 	3200 	-0.260 
8888	11 	25 	4 	47 	37.383 	2580 	3840 	3320 	0.080 
8889	11 	25 	4 	48 	4.059 	2700 	3990 	3500 	0.090 
8890	11 	25 	4 	49 	6.469 	2790 	4140 	3410 	-0.050 
8891	11 	25 	4 	49 	9.603 	2820 	4260 	3380 	-0.110 
8892	11 	25 	4 	49 	23.875 	2580 	3870 	3350 	-0.130 
8893	11 	25 	4 	50 	15.028 	2700 	4020 	3500 	0.110 
8894	11 	25 	4 	50 	32.093 	2580 	3810 	3290 	-0.310 
8895	11 	25 	4 	53 	18.142 	2670 	4020 	3230 	0.110 
8896	11 	25 	4 	53 	26.423 	2610 	3840 	3440 	0.540 
8897	11 	25 	4 	54 	35.730 	2760 	4050 	3260 	-0.250 
8898	11 	25 	4 	55 	38.690 	2580 	3810 	3260 	0.130 
8899	11 	25 	4 	55 	55.071 	2730 	4080 	3470 	0.100 
8900	11 	25 	4 	56 	0.970 	2730 	4050 	3440 	0.090 
8901	11 	25 	4 	57 	59.413 	2760 	4050 	3320 	-0.070 
8902	11 	25 	4 	59 	59.147 	2730 	4020 	3260 	0.000 
8903	11 	25 	5 	1 	16.004 	2670 	3990 	3260 	0.130 
8904	11 	25 	5 	2 	40.597 	2790 	4140 	3140 	-0.140 
8905	11 	25 	5 	2 	54.673 	2370 	4080 	3260 	-0.170 
8906	11 	25 	5 	3 	10.706 	2730 	4050 	3470 	0.070 
8907	11 	25 	5 	3 	12.123 	2730 	4080 	3500 	0.070 
8908	11 	25 	5 	3 	36.801 	2790 	4140 	3260 	-0.050 
8909	11 	25 	5 	4 	9.969 	2730 	4050 	3200 	0.080 
8910	11 	25 	5 	4 	39.200 	2760 	4080 	3290 	-0.060 
8911	11 	25 	5 	5 	13.473 	2580 	3750 	3320 	-0.010 
8912	11 	25 	5 	5 	33.016 	2790 	3900 	3140 	-0.140 
8913	11 	25 	5 	6 	6.860 	2790 	4110 	3290 	-0.030 
8914	11 	25 	5 	7 	6.725 	2730 	4050 	3290 	0.160 
8915	11 	25 	5 	9 	56.856 	2730 	4020 	3440 	0.190 
8916	11 	25 	5 	12 	37.045 	2730 	4020 	3440 	0.050 
8917	11 	25 	5 	13 	52.655 	2280 	4080 	3230 	-0.760 
8918	11 	25 	5 	14 	9.017 	2760 	3990 	3230 	0.030 
8919	11 	25 	5 	14 	28.163 	2760 	3870 	3410 	-0.050 
8920	11 	25 	5 	14 	39.293 	2760 	4080 	3260 	0.100 
8921	11 	25 	5 	14 	45.041 	2760 	4140 	3230 	-0.290 
8922	11 	25 	5 	14 	58.647 	2760 	3870 	3170 	nan
8923	11 	25 	5 	15 	15.396 	2760 	4200 	3140 	-0.140 
8924	11 	25 	5 	15 	41.341 	2790 	3840 	3260 	-0.100 
8925	11 	25 	5 	15 	47.088 	2730 	4050 	3410 	-0.170 
8926	11 	25 	5 	17 	4.563 	2790 	4140 	3380 	0.000 
8927	11 	25 	5 	17 	17.642 	2760 	4080 	3500 	-0.070 
8928	11 	25 	5 	18 	5.932 	2760 	4080 	3380 	0.030 
8929	11 	25 	5 	18 	54.408 	2700 	4080 	3620 	-0.080 
8930	11 	25 	5 	19 	11.708 	2730 	4020 	3260 	0.130 
8931	11 	25 	5 	20 	16.006 	2730 	4050 	3470 	-0.220 
8932	11 	25 	5 	21 	6.107 	3240 	4980 	3110 	-0.260 
8933	11 	25 	5 	21 	19.425 	2760 	4110 	3230 	-0.330 
8934	11 	25 	5 	22 	14.364 	2730 	4020 	3440 	0.000 
8935	11 	25 	5 	22 	40.404 	3240 	5070 	3320 	-0.100 
8936	11 	25 	5 	23 	14.772 	2730 	4080 	3140 	-0.070 
8937	11 	25 	5 	23 	57.795 	2760 	4140 	3260 	-0.080 
8938	11 	25 	5 	24 	56.189 	2730 	4050 	3350 	0.010 
8939	11 	25 	5 	26 	14.250 	2730 	4110 	3470 	0.030 
8940	11 	25 	5 	26 	26.432 	2730 	4110 	3260 	-0.050 
8941	11 	25 	5 	28 	29.124 	2730 	4110 	3320 	0.020 
8942	11 	25 	5 	28 	43.890 	2760 	4080 	3080 	0.020 
8943	11 	25 	5 	28 	57.562 	2730 	4020 	3440 	0.020 
8944	11 	25 	5 	31 	25.276 	2580 	3780 	3380 	2.910 
8945	11 	25 	5 	35 	18.721 	2580 	3750 	3260 	0.210 
8946	11 	25 	5 	37 	9.573 	2550 	3510 	3350 	-0.350 
8947	11 	25 	5 	44 	3.692 	2580 	3690 	3230 	-0.170 
8948	11 	25 	5 	47 	29.506 	2760 	4200 	3500 	-0.330 
8949	11 	25 	5 	47 	51.495 	3630 	3840 	3380 	-0.300 
8950	11 	25 	5 	48 	0.561 	2580 	3660 	3290 	-0.280 
8951	11 	25 	5 	55 	44.458 	2790 	3840 	3140 	0.000 
8952	11 	25 	5 	55 	48.214 	3300 	5040 	3380 	-0.190 
8953	11 	25 	5 	56 	47.302 	2730 	4110 	3290 	-0.260 
8954	11 	25 	5 	57 	0.705 	2760 	4080 	3260 	-0.260 
8955	11 	25 	5 	57 	37.309 	2730 	4080 	3440 	-0.330 
8956	11 	25 	5 	58 	23.718 	2730 	4050 	3200 	-0.250 
8957	11 	25 	5 	59 	38.621 	2700 	4020 	3320 	-0.980 
8958	11 	25 	6 	3 	21.371 	2790 	4230 	3470 	-0.280 
8959	11 	25 	6 	3 	32.510 	2700 	4110 	3290 	-0.360 
8960	11 	25 	6 	3 	41.129 	2700 	4020 	3500 	-0.300 
8961	11 	25 	6 	3 	55.029 	4200 	4620 	3260 	-0.240 
8962	11 	25 	6 	4 	50.240 	2820 	4230 	3290 	0.520 
8963	11 	25 	6 	8 	7.585 	4110 	4440 	3740 	0.390 
8964	11 	25 	6 	9 	49.592 	2760 	4110 	3290 	-0.290 
8965	11 	25 	6 	9 	59.184 	2610 	4020 	3770 	-0.310 
8966	11 	25 	6 	10 	11.677 	2760 	4110 	3200 	-0.340 
8967	11 	25 	6 	10 	31.145 	3300 	5100 	3500 	-0.260 
8968	11 	25 	6 	10 	53.596 	2730 	3960 	3260 	-0.320 
8969	11 	25 	6 	11 	25.667 	2760 	4110 	3260 	-0.350 
8970	11 	25 	6 	12 	42.342 	2730 	4050 	3410 	-0.320 
8971	11 	25 	6 	12 	52.919 	2730 	4050 	3560 	-0.310 
8972	11 	25 	6 	13 	55.660 	2760 	4110 	3350 	-0.130 
8973	11 	25 	6 	14 	9.390 	2790 	3990 	3170 	-0.430 
8974	11 	25 	6 	14 	32.020 	2760 	4080 	3350 	-0.210 
8975	11 	25 	6 	14 	44.669 	2730 	4140 	3230 	-0.340 
8976	11 	25 	6 	14 	44.650 	2730 	4110 	3320 	-0.350 
8977	11 	25 	6 	15 	17.470 	2730 	4110 	3260 	-0.350 
8978	11 	25 	6 	16 	51.834 	2730 	4110 	3440 	-0.270 
8979	11 	25 	6 	17 	7.301 	2700 	4080 	3470 	-0.450 
8980	11 	25 	6 	18 	58.944 	2760 	4050 	3380 	-0.220 
8981	11 	25 	6 	19 	0.491 	2730 	4050 	3380 	-0.250 
8982	11 	25 	6 	20 	35.010 	2820 	4260 	3350 	-0.070 
8983	11 	25 	6 	20 	39.375 	2280 	4050 	3230 	-0.400 
8984	11 	25 	6 	20 	47.923 	2730 	4140 	3500 	-0.410 
8985	11 	25 	6 	22 	21.636 	2760 	4230 	3560 	-0.190 
8986	11 	25 	6 	23 	1.384 	2670 	4050 	3410 	-0.310 
8987	11 	25 	6 	24 	2.695 	2610 	3960 	3230 	-0.370 
8988	11 	25 	6 	24 	39.832 	2730 	4050 	3410 	-0.370 
8989	11 	25 	6 	25 	52.798 	2550 	3900 	3500 	0.260 
8990	11 	25 	6 	27 	40.171 	2730 	4080 	3290 	-0.390 
8991	11 	25 	6 	28 	39.074 	2730 	4020 	3440 	0.000 
8992	11 	25 	6 	28 	53.561 	2730 	4080 	3170 	-0.420 
8993	11 	25 	6 	30 	59.384 	2790 	4050 	3290 	nan
8994	11 	25 	6 	33 	30.243 	2760 	4020 	3200 	nan
8995	11 	25 	6 	34 	22.946 	2730 	4140 	3440 	-0.300 
8996	11 	25 	6 	34 	48.331 	2760 	4080 	3140 	-0.130 
8997	11 	25 	6 	34 	50.148 	2700 	4110 	3380 	-0.130 
8998	11 	25 	6 	35 	21.973 	2730 	4080 	3260 	-0.470 
8999	11 	25 	6 	35 	23.176 	2700 	4110 	3320 	-0.470 
9000	11 	25 	6 	36 	4.573 	2790 	4170 	3260 	-0.030 
9001	11 	25 	6 	39 	13.715 	2790 	4200 	3260 	-0.280 
9002	11 	25 	6 	39 	26.053 	4200 	4380 	3440 	-0.300 
9003	11 	25 	6 	41 	12.446 	2760 	4080 	3260 	-0.350 
9004	11 	25 	6 	41 	49.158 	2760 	4170 	3380 	-0.370 
9005	11 	25 	6 	42 	17.972 	2700 	4050 	3290 	-0.300 
9006	11 	25 	6 	43 	43.851 	2790 	4110 	3170 	-0.320 
9007	11 	25 	6 	43 	58.278 	2760 	4050 	3080 	nan
9008	11 	25 	6 	44 	23.913 	2790 	3990 	3170 	-0.530 
9009	11 	25 	6 	45 	3.442 	2760 	3990 	3200 	-0.310 
9010	11 	25 	6 	45 	24.666 	2760 	4140 	3290 	-0.380 
9011	11 	25 	6 	45 	58.173 	2640 	3990 	3440 	-0.190 
9012	11 	25 	6 	46 	27.920 	2730 	4080 	3200 	-0.190 
9013	11 	25 	6 	46 	30.739 	2700 	4080 	3320 	-0.190 
9014	11 	25 	6 	46 	51.980 	2700 	4110 	3260 	-0.240 
9015	11 	25 	6 	47 	0.422 	2730 	4110 	3230 	-0.240 
9016	11 	25 	6 	48 	38.735 	2760 	4080 	3260 	-0.110 
9017	11 	25 	6 	49 	1.733 	2730 	4110 	3290 	-0.290 
9018	11 	25 	6 	49 	58.227 	3300 	5070 	3470 	0.100 
9019	11 	25 	6 	50 	40.793 	2760 	4140 	3170 	-0.360 
9020	11 	25 	6 	51 	39.784 	3630 	3780 	3440 	nan
9021	11 	25 	6 	53 	9.565 	2760 	3900 	3350 	-0.560 
9022	11 	25 	6 	54 	55.241 	2670 	4050 	3440 	-0.270 
9023	11 	25 	6 	55 	51.165 	4140 	4800 	3290 	-0.120 
9024	11 	25 	6 	57 	36.873 	2730 	4110 	3290 	-0.420 
9025	11 	25 	6 	58 	27.498 	2670 	4020 	3200 	-0.160 
9026	11 	25 	7 	0 	48.727 	2700 	4080 	3560 	-0.280 
9027	11 	25 	7 	1 	0.616 	2730 	4050 	3530 	-0.200 
9028	11 	25 	7 	1 	34.416 	2760 	4110 	3170 	-0.010 
9029	11 	25 	7 	1 	39.220 	2730 	4110 	3440 	-0.210 
9030	11 	25 	7 	3 	30.712 	2730 	4110 	3470 	-0.170 
9031	11 	25 	7 	3 	56.551 	2790 	4230 	3470 	-0.050 
9032	11 	25 	7 	4 	23.986 	3060 	4530 	3770 	0.150 
9033	11 	25 	7 	5 	32.355 	2730 	3960 	3290 	-0.400 
9034	11 	25 	7 	7 	23.370 	3630 	3750 	3440 	-0.010 
9035	11 	25 	7 	8 	19.628 	2820 	3840 	3170 	-0.220 
9036	11 	25 	7 	9 	14.060 	2730 	4020 	3260 	-0.090 
9037	11 	25 	7 	9 	22.064 	2760 	4110 	3320 	-0.180 
9038	11 	25 	7 	12 	30.678 	4020 	4770 	3200 	0.080 
9039	11 	25 	7 	19 	2.198 	2700 	4020 	3380 	0.090 
9040	11 	25 	7 	22 	4.441 	2670 	3990 	3410 	-0.200 
9041	11 	25 	7 	28 	39.258 	2760 	4110 	3200 	0.080 
9042	11 	25 	7 	28 	47.452 	2700 	4050 	3350 	0.020 
9043	11 	25 	7 	33 	55.370 	2790 	4050 	3350 	-0.100 
9044	11 	25 	7 	34 	4.985 	2700 	4020 	3380 	-0.180 
9045	11 	25 	7 	35 	15.934 	2730 	4110 	3260 	nan
9046	11 	25 	7 	36 	40.266 	2760 	4050 	3230 	-0.170 
9047	11 	25 	7 	37 	15.256 	2760 	4020 	3560 	-0.140 
9048	11 	25 	7 	37 	37.637 	2700 	4080 	3950 	-0.040 
9049	11 	25 	7 	38 	33.713 	3630 	3720 	3530 	nan
9050	11 	25 	7 	43 	29.098 	4200 	4470 	3230 	-0.070 
9051	11 	25 	7 	44 	54.471 	2730 	4110 	3230 	-0.160 
9052	11 	25 	7 	45 	44.362 	2760 	4110 	3170 	-0.110 
9053	11 	25 	7 	46 	13.220 	2760 	4050 	3140 	-0.150 
9054	11 	25 	7 	48 	34.296 	2700 	3870 	3980 	-0.160 
9055	11 	25 	7 	50 	13.361 	2790 	3960 	3530 	-0.150 
9056	11 	25 	7 	52 	38.352 	2700 	4020 	3470 	0.120 
9057	11 	25 	7 	55 	21.555 	2700 	4080 	3170 	0.000 
